responseTime,sentenceIndex,Index,mousePositionX,mousePositionY,TrueAnswer,userName,experiment,Word,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,response,experiment_start_time,experiment_end_time,experiment_duration
1239,"97","0",596,142,"Da","Cristina","local_coherence"," Eroul ",128.03125,595.625,152.03125,644.046875,"","","",""
1289,"97","0",599,141,"Da","Cristina","local_coherence"," Eroul ",128.03125,595.625,152.03125,644.046875,"","","",""
1339,"97","0",603,143,"Da","Cristina","local_coherence"," Eroul ",128.03125,595.625,152.03125,644.046875,"","","",""
1389,"97","0",603,143,"Da","Cristina","local_coherence"," Eroul ",128.03125,595.625,152.03125,644.046875,"","","",""
1439,"97","0",606,143,"Da","Cristina","local_coherence"," Eroul ",128.03125,595.625,152.03125,644.046875,"","","",""
1495,"97","0",617,143,"Da","Cristina","local_coherence"," Eroul ",128.03125,595.625,152.03125,644.046875,"","","",""
1539,"97","1",644,146,"Da","Cristina","local_coherence"," a ",128.03125,644.046875,152.03125,658.828125,"","","",""
1589,"97","2",677,146,"Da","Cristina","local_coherence"," fost ",128.03125,658.828125,152.03125,695.71875,"","","",""
1639,"97","3",704,146,"Da","Cristina","local_coherence"," apoi ",128.03125,695.71875,152.03125,737.109375,"","","",""
1695,"97","3",733,146,"Da","Cristina","local_coherence"," apoi ",128.03125,695.71875,152.03125,737.109375,"","","",""
1743,"97","4",753,146,"Da","Cristina","local_coherence"," chemat ",128.03125,737.109375,152.03125,805.140625,"","","",""
1790,"97","4",779,148,"Da","Cristina","local_coherence"," chemat ",128.03125,737.109375,152.03125,805.140625,"","","",""
1841,"97","5",805,152,"Da","Cristina","local_coherence"," să ",128.03125,805.140625,152.03125,828.546875,"","","",""
1895,"97","5",827,152,"Da","Cristina","local_coherence"," să ",128.03125,805.140625,152.03125,828.546875,"","","",""
1950,"97","6",837,152,"Da","Cristina","local_coherence"," participe ",128.03125,828.546875,152.03125,907.484375,"","","",""
1990,"97","6",841,152,"Da","Cristina","local_coherence"," participe ",128.03125,828.546875,152.03125,907.484375,"","","",""
2043,"97","6",852,151,"Da","Cristina","local_coherence"," participe ",128.03125,828.546875,152.03125,907.484375,"","","",""
2094,"97","6",878,151,"Da","Cristina","local_coherence"," participe ",128.03125,828.546875,152.03125,907.484375,"","","",""
2143,"97","7",909,151,"Da","Cristina","local_coherence"," la ",128.03125,907.484375,152.03125,926.921875,"","","",""
2190,"97","8",929,151,"Da","Cristina","local_coherence"," cel ",128.03125,926.921875,152.03125,955.046875,"","","",""
2239,"97","8",953,151,"Da","Cristina","local_coherence"," cel ",128.03125,926.921875,152.03125,955.046875,"","","",""
2289,"97","9",968,150,"Da","Cristina","local_coherence"," de-al ",128.03125,955.046875,152.03125,1001.5,"","","",""
2342,"97","9",984,148,"Da","Cristina","local_coherence"," de-al ",128.03125,955.046875,152.03125,1001.5,"","","",""
2390,"97","10",1002,148,"Da","Cristina","local_coherence"," doilea ",128.03125,1001.5,152.03125,1057.6875,"","","",""
2439,"97","10",1010,148,"Da","Cristina","local_coherence"," doilea ",128.03125,1001.5,152.03125,1057.6875,"","","",""
2493,"97","10",1027,148,"Da","Cristina","local_coherence"," doilea ",128.03125,1001.5,152.03125,1057.6875,"","","",""
2540,"97","10",1048,152,"Da","Cristina","local_coherence"," doilea ",128.03125,1001.5,152.03125,1057.6875,"","","",""
2589,"97","11",1067,156,"Da","Cristina","local_coherence"," rit, ",128.03125,1057.6875,152.03125,1085.78125,"","","",""
2639,"97","12",1089,160,"Da","Cristina","local_coherence"," cel ",128.03125,1085.78125,152.03125,1113.90625,"","","",""
2695,"97","13",1122,161,"Da","Cristina","local_coherence"," al ",128.03125,1113.90625,152.03125,1133.34375,"","","",""
2743,"97","14",1158,161,"Da","Cristina","local_coherence"," cuceririi, ",128.03125,1133.34375,152.03125,1210.21875,"","","",""
2789,"97","14",1178,161,"Da","Cristina","local_coherence"," cuceririi, ",128.03125,1133.34375,152.03125,1210.21875,"","","",""
2839,"97","14",1186,161,"Da","Cristina","local_coherence"," cuceririi, ",128.03125,1133.34375,152.03125,1210.21875,"","","",""
2895,"97","14",1195,161,"Da","Cristina","local_coherence"," cuceririi, ",128.03125,1133.34375,152.03125,1210.21875,"","","",""
2939,"97","14",1204,161,"Da","Cristina","local_coherence"," cuceririi, ",128.03125,1133.34375,152.03125,1210.21875,"","","",""
2989,"97","15",1213,159,"Da","Cristina","local_coherence"," învingându-l ",128.03125,1210.21875,152.03125,1315.828125,"","","",""
3039,"97","15",1230,155,"Da","Cristina","local_coherence"," învingându-l ",128.03125,1210.21875,152.03125,1315.828125,"","","",""
3095,"97","15",1246,153,"Da","Cristina","local_coherence"," învingându-l ",128.03125,1210.21875,152.03125,1315.828125,"","","",""
3139,"97","15",1258,151,"Da","Cristina","local_coherence"," învingându-l ",128.03125,1210.21875,152.03125,1315.828125,"","","",""
3189,"97","15",1274,148,"Da","Cristina","local_coherence"," învingându-l ",128.03125,1210.21875,152.03125,1315.828125,"","","",""
3239,"97","15",1298,147,"Da","Cristina","local_coherence"," învingându-l ",128.03125,1210.21875,152.03125,1315.828125,"","","",""
3295,"NA",-1,1324,147,"NA","Cristina","","","","","","","","","",""
3339,"NA",-1,1329,147,"NA","Cristina","","","","","","","","","",""
3389,"NA",-1,1329,147,"NA","Cristina","","","","","","","","","",""
3439,"NA",-1,1325,147,"NA","Cristina","","","","","","","","","",""
3495,"NA",-1,1257,166,"NA","Cristina","","","","","","","","","",""
3543,"NA",-1,1183,182,"NA","Cristina","","","","","","","","","",""
3590,"NA",-1,1129,186,"NA","Cristina","","","","","","","","","",""
3639,"NA",-1,1042,187,"NA","Cristina","","","","","","","","","",""
3695,"NA",-1,967,198,"NA","Cristina","","","","","","","","","",""
3743,"NA",-1,893,198,"NA","Cristina","","","","","","","","","",""
3789,"97","19",829,198,"Da","Cristina","local_coherence"," Claudius. ",183.03125,792.484375,207.03125,870.015625,"","","",""
3841,"97","18",772,196,"Da","Cristina","local_coherence"," mercenar ",183.03125,706.296875,207.03125,792.484375,"","","",""
3895,"97","18",718,195,"Da","Cristina","local_coherence"," mercenar ",183.03125,706.296875,207.03125,792.484375,"","","",""
3939,"97","17",649,195,"Da","Cristina","local_coherence"," generalul ",183.03125,621.53125,207.03125,706.296875,"","","",""
3989,"97","16",607,201,"Da","Cristina","local_coherence"," pe ",183.03125,595.625,207.03125,621.53125,"","","",""
4039,"97","16",602,202,"Da","Cristina","local_coherence"," pe ",183.03125,595.625,207.03125,621.53125,"","","",""
4103,"NA",-1,588,202,"NA","Cristina","","","","","","","","","",""
4139,"NA",-1,587,202,"NA","Cristina","","","","","","","","","",""
4189,"97","16",615,202,"Da","Cristina","local_coherence"," pe ",183.03125,595.625,207.03125,621.53125,"","","",""
4239,"97","17",658,202,"Da","Cristina","local_coherence"," generalul ",183.03125,621.53125,207.03125,706.296875,"","","",""
4289,"97","17",701,202,"Da","Cristina","local_coherence"," generalul ",183.03125,621.53125,207.03125,706.296875,"","","",""
4343,"97","18",729,202,"Da","Cristina","local_coherence"," mercenar ",183.03125,706.296875,207.03125,792.484375,"","","",""
4390,"97","18",747,204,"Da","Cristina","local_coherence"," mercenar ",183.03125,706.296875,207.03125,792.484375,"","","",""
4439,"97","18",778,207,"Da","Cristina","local_coherence"," mercenar ",183.03125,706.296875,207.03125,792.484375,"","","",""
4492,"97","19",819,209,"Da","Cristina","local_coherence"," Claudius. ",183.03125,792.484375,207.03125,870.015625,"","","",""
4539,"97","19",844,209,"Da","Cristina","local_coherence"," Claudius. ",183.03125,792.484375,207.03125,870.015625,"","","",""
4589,"97","19",850,207,"Da","Cristina","local_coherence"," Claudius. ",183.03125,792.484375,207.03125,870.015625,"","","",""
4639,"97","19",852,205,"Da","Cristina","local_coherence"," Claudius. ",183.03125,792.484375,207.03125,870.015625,"","","",""
4689,"97","19",853,204,"Da","Cristina","local_coherence"," Claudius. ",183.03125,792.484375,207.03125,870.015625,"","","",""
4743,"97","19",856,205,"Da","Cristina","local_coherence"," Claudius. ",183.03125,792.484375,207.03125,870.015625,"","","",""
4790,"NA",-1,868,224,"NA","Cristina","","","","","","","","","",""
6695,"","","","","","","","","","","","","Nu","","",""
495,"75","13",622,215,"Nu","Cristina","local_coherence"," clasic, ",183.03125,595.625,207.03125,650.421875,"","","",""
544,"75","13",610,186,"Nu","Cristina","local_coherence"," clasic, ",183.03125,595.625,207.03125,650.421875,"","","",""
599,"NA",-1,603,165,"NA","Cristina","","","","","","","","","",""
647,"75","0",603,152,"Nu","Cristina","local_coherence"," Deoarece ",128.03125,595.625,152.03125,680.609375,"","","",""
700,"75","0",603,145,"Nu","Cristina","local_coherence"," Deoarece ",128.03125,595.625,152.03125,680.609375,"","","",""
748,"75","0",603,142,"Nu","Cristina","local_coherence"," Deoarece ",128.03125,595.625,152.03125,680.609375,"","","",""
794,"75","0",604,141,"Nu","Cristina","local_coherence"," Deoarece ",128.03125,595.625,152.03125,680.609375,"","","",""
856,"75","0",605,141,"Nu","Cristina","local_coherence"," Deoarece ",128.03125,595.625,152.03125,680.609375,"","","",""
894,"75","0",619,141,"Nu","Cristina","local_coherence"," Deoarece ",128.03125,595.625,152.03125,680.609375,"","","",""
944,"75","0",660,148,"Nu","Cristina","local_coherence"," Deoarece ",128.03125,595.625,152.03125,680.609375,"","","",""
999,"75","1",705,153,"Nu","Cristina","local_coherence"," ideea ",128.03125,680.609375,152.03125,731.40625,"","","",""
1046,"75","2",737,153,"Nu","Cristina","local_coherence"," elementară ",128.03125,731.40625,152.03125,832.921875,"","","",""
1095,"75","2",759,153,"Nu","Cristina","local_coherence"," elementară ",128.03125,731.40625,152.03125,832.921875,"","","",""
1156,"75","2",785,153,"Nu","Cristina","local_coherence"," elementară ",128.03125,731.40625,152.03125,832.921875,"","","",""
1201,"75","2",803,153,"Nu","Cristina","local_coherence"," elementară ",128.03125,731.40625,152.03125,832.921875,"","","",""
1247,"75","2",815,153,"Nu","Cristina","local_coherence"," elementară ",128.03125,731.40625,152.03125,832.921875,"","","",""
1295,"75","2",820,153,"Nu","Cristina","local_coherence"," elementară ",128.03125,731.40625,152.03125,832.921875,"","","",""
1345,"75","2",828,153,"Nu","Cristina","local_coherence"," elementară ",128.03125,731.40625,152.03125,832.921875,"","","",""
1399,"75","3",842,153,"Nu","Cristina","local_coherence"," de ",128.03125,832.921875,152.03125,858.828125,"","","",""
1447,"75","4",863,156,"Nu","Cristina","local_coherence"," funcții ",128.03125,858.828125,152.03125,916.375,"","","",""
1495,"75","4",884,156,"Nu","Cristina","local_coherence"," funcții ",128.03125,858.828125,152.03125,916.375,"","","",""
1551,"75","4",897,156,"Nu","Cristina","local_coherence"," funcții ",128.03125,858.828125,152.03125,916.375,"","","",""
1599,"75","4",911,156,"Nu","Cristina","local_coherence"," funcții ",128.03125,858.828125,152.03125,916.375,"","","",""
1646,"75","5",921,155,"Nu","Cristina","local_coherence"," este ",128.03125,916.375,152.03125,956.484375,"","","",""
1695,"75","5",935,152,"Nu","Cristina","local_coherence"," este ",128.03125,916.375,152.03125,956.484375,"","","",""
1744,"75","5",951,152,"Nu","Cristina","local_coherence"," este ",128.03125,916.375,152.03125,956.484375,"","","",""
1800,"75","6",966,152,"Nu","Cristina","local_coherence"," mai ",128.03125,956.484375,152.03125,992.75,"","","",""
1848,"75","6",976,152,"Nu","Cristina","local_coherence"," mai ",128.03125,956.484375,152.03125,992.75,"","","",""
1895,"75","6",988,152,"Nu","Cristina","local_coherence"," mai ",128.03125,956.484375,152.03125,992.75,"","","",""
1944,"75","7",1003,152,"Nu","Cristina","local_coherence"," bine ",128.03125,992.75,152.03125,1034.421875,"","","",""
2000,"75","7",1030,152,"Nu","Cristina","local_coherence"," bine ",128.03125,992.75,152.03125,1034.421875,"","","",""
2048,"75","8",1062,152,"Nu","Cristina","local_coherence"," înțeleasă ",128.03125,1034.421875,152.03125,1115.140625,"","","",""
2095,"75","8",1098,152,"Nu","Cristina","local_coherence"," înțeleasă ",128.03125,1034.421875,152.03125,1115.140625,"","","",""
2149,"75","9",1127,152,"Nu","Cristina","local_coherence"," din ",128.03125,1115.140625,152.03125,1146.671875,"","","",""
2195,"75","9",1144,152,"Nu","Cristina","local_coherence"," din ",128.03125,1115.140625,152.03125,1146.671875,"","","",""
2248,"75","10",1151,152,"Nu","Cristina","local_coherence"," punct ",128.03125,1146.671875,152.03125,1199.8125,"","","",""
2295,"75","10",1161,152,"Nu","Cristina","local_coherence"," punct ",128.03125,1146.671875,152.03125,1199.8125,"","","",""
2344,"75","10",1171,152,"Nu","Cristina","local_coherence"," punct ",128.03125,1146.671875,152.03125,1199.8125,"","","",""
2398,"75","10",1182,152,"Nu","Cristina","local_coherence"," punct ",128.03125,1146.671875,152.03125,1199.8125,"","","",""
2445,"75","10",1191,152,"Nu","Cristina","local_coherence"," punct ",128.03125,1146.671875,152.03125,1199.8125,"","","",""
2495,"75","11",1207,152,"Nu","Cristina","local_coherence"," de ",128.03125,1199.8125,152.03125,1225.71875,"","","",""
2544,"75","11",1224,152,"Nu","Cristina","local_coherence"," de ",128.03125,1199.8125,152.03125,1225.71875,"","","",""
2600,"75","12",1232,152,"Nu","Cristina","local_coherence"," vedere ",128.03125,1225.71875,152.03125,1283.46875,"","","",""
2647,"75","12",1240,152,"Nu","Cristina","local_coherence"," vedere ",128.03125,1225.71875,152.03125,1283.46875,"","","",""
2694,"75","12",1243,152,"Nu","Cristina","local_coherence"," vedere ",128.03125,1225.71875,152.03125,1283.46875,"","","",""
2757,"75","12",1243,152,"Nu","Cristina","local_coherence"," vedere ",128.03125,1225.71875,152.03125,1283.46875,"","","",""
2800,"75","12",1225,157,"Nu","Cristina","local_coherence"," vedere ",128.03125,1225.71875,152.03125,1283.46875,"","","",""
2848,"NA",-1,1069,167,"NA","Cristina","","","","","","","","","",""
2895,"NA",-1,791,172,"NA","Cristina","","","","","","","","","",""
2944,"NA",-1,736,182,"NA","Cristina","","","","","","","","","",""
3000,"75","15",695,190,"Nu","Cristina","local_coherence"," vom ",183.03125,666,207.03125,707.546875,"","","",""
3048,"75","14",661,202,"Nu","Cristina","local_coherence"," o ",183.03125,650.421875,207.03125,666,"","","",""
3095,"75","13",647,207,"Nu","Cristina","local_coherence"," clasic, ",183.03125,595.625,207.03125,650.421875,"","","",""
3145,"75","13",628,208,"Nu","Cristina","local_coherence"," clasic, ",183.03125,595.625,207.03125,650.421875,"","","",""
3200,"75","13",616,208,"Nu","Cristina","local_coherence"," clasic, ",183.03125,595.625,207.03125,650.421875,"","","",""
3248,"75","13",598,208,"Nu","Cristina","local_coherence"," clasic, ",183.03125,595.625,207.03125,650.421875,"","","",""
3295,"NA",-1,592,208,"NA","Cristina","","","","","","","","","",""
3347,"75","13",599,207,"Nu","Cristina","local_coherence"," clasic, ",183.03125,595.625,207.03125,650.421875,"","","",""
3400,"75","13",638,207,"Nu","Cristina","local_coherence"," clasic, ",183.03125,595.625,207.03125,650.421875,"","","",""
3448,"75","15",676,207,"Nu","Cristina","local_coherence"," vom ",183.03125,666,207.03125,707.546875,"","","",""
3494,"75","16",712,207,"Nu","Cristina","local_coherence"," folosi ",183.03125,707.546875,207.03125,758.109375,"","","",""
3544,"75","16",737,207,"Nu","Cristina","local_coherence"," folosi ",183.03125,707.546875,207.03125,758.109375,"","","",""
3598,"75","17",758,207,"Nu","Cristina","local_coherence"," în ",183.03125,758.109375,207.03125,778.5625,"","","",""
3648,"75","17",774,207,"Nu","Cristina","local_coherence"," în ",183.03125,758.109375,207.03125,778.5625,"","","",""
3694,"75","18",799,206,"Nu","Cristina","local_coherence"," continuare. ",183.03125,778.5625,207.03125,874.765625,"","","",""
3754,"75","18",812,203,"Nu","Cristina","local_coherence"," continuare. ",183.03125,778.5625,207.03125,874.765625,"","","",""
3800,"75","18",833,204,"Nu","Cristina","local_coherence"," continuare. ",183.03125,778.5625,207.03125,874.765625,"","","",""
3848,"75","18",848,206,"Nu","Cristina","local_coherence"," continuare. ",183.03125,778.5625,207.03125,874.765625,"","","",""
3895,"75","18",852,208,"Nu","Cristina","local_coherence"," continuare. ",183.03125,778.5625,207.03125,874.765625,"","","",""
3956,"75","18",860,209,"Nu","Cristina","local_coherence"," continuare. ",183.03125,778.5625,207.03125,874.765625,"","","",""
4004,"75","18",868,212,"Nu","Cristina","local_coherence"," continuare. ",183.03125,778.5625,207.03125,874.765625,"","","",""
4048,"NA",-1,871,218,"NA","Cristina","","","","","","","","","",""
4094,"NA",-1,874,223,"NA","Cristina","","","","","","","","","",""
4144,"NA",-1,877,228,"NA","Cristina","","","","","","","","","",""
4200,"NA",-1,881,237,"NA","Cristina","","","","","","","","","",""
7441,"","","","","","","","","","","","","Nu","","",""
