responseTime,sentenceIndex,Index,mousePositionX,mousePositionY,TrueAnswer,userName,Word,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,response,experiment_start_time,experiment_end_time,experiment_duration
805,"149","12",1098,136,"Da","Cristina"," Britanii ",121.03125,1068.71875,145.03125,1134.1875,"","","",""
855,"149","14",1155,142,"Da","Cristina"," Irlandei, ",121.03125,1152.140625,145.03125,1226.921875,"","","",""
905,"149","14",1172,147,"Da","Cristina"," Irlandei, ",121.03125,1152.140625,145.03125,1226.921875,"","","",""
955,"149","14",1169,154,"Da","Cristina"," Irlandei, ",121.03125,1152.140625,145.03125,1226.921875,"","","",""
1005,"NA",-1,1101,173,"NA","Cristina","","","","","","","","",""
1056,"149","25",1013,190,"Da","Cristina"," Împărăteasă ",161.03125,909.390625,185.03125,1020.8125,"","","",""
1105,"149","25",973,190,"Da","Cristina"," Împărăteasă ",161.03125,909.390625,185.03125,1020.8125,"","","",""
1155,"149","25",935,190,"Da","Cristina"," Împărăteasă ",161.03125,909.390625,185.03125,1020.8125,"","","",""
1205,"149","24",898,190,"Da","Cristina"," de ",161.03125,883.484375,185.03125,909.390625,"","","",""
1256,"149","23",853,190,"Da","Cristina"," titlul ",161.03125,840.75,185.03125,883.484375,"","","",""
1305,"149","20",767,190,"Da","Cristina"," care ",161.03125,728.25,185.03125,768.90625,"","","",""
1355,"149","19",693,195,"Da","Cristina"," monarh ",161.03125,656.0625,185.03125,728.25,"","","",""
1405,"NA",-1,658,202,"NA","Cristina","","","","","","","","",""
1455,"NA",-1,629,204,"NA","Cristina","","","","","","","","",""
1505,"NA",-1,641,208,"NA","Cristina","","","","","","","","",""
3040,"","","","","","","","","","","","Da","","",""
