responseTime,sentenceIndex,Index,mousePositionX,mousePositionY,TrueAnswer,userName,Word,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,response,experiment_start_time,experiment_end_time,experiment_duration
6409,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
6456,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
6509,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
6559,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
6609,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
6656,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
6708,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
6759,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
6809,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
6857,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
6909,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
6959,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
7009,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
7059,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
7106,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
7159,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
7209,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
7259,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
7309,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
7356,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
7418,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
7459,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
7510,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
7559,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
7606,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
7659,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
7715,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
7759,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
7808,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
7859,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
7909,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
7959,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
8009,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
8059,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
8106,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
8159,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
8209,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
8259,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
8308,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
8357,"31","14",185,153,"Da","Cristina"," sămânța. ",132.2624969482422,132.66250610351562,157.06249809265137,210.86251068115234,"","","",""
