sentenceIndex,totalReadingTime,Index,Word
136.0,204,11.0, ce 
136.0,47,12.0, a 
136.0,0,13.0, mâncat 
136.0,0,13.0, mâncat 
136.0,0,13.0, mâncat 
136.0,0,13.0, mâncat 
136.0,0,13.0, mâncat 
136.0,303,13.0, mâncat 
136.0,0,14.0, recompensa 
136.0,0,14.0, recompensa 
136.0,0,14.0, recompensa 
136.0,0,14.0, recompensa 
136.0,0,14.0, recompensa 
136.0,0,14.0, recompensa 
136.0,0,14.0, recompensa 
136.0,0,14.0, recompensa 
136.0,0,14.0, recompensa 
136.0,0,14.0, recompensa 
136.0,0,14.0, recompensa 
136.0,0,14.0, recompensa 
136.0,0,14.0, recompensa 
136.0,1001,14.0, recompensa 
136.0,0,15.0, (dacă 
136.0,0,15.0, (dacă 
136.0,0,15.0, (dacă 
136.0,0,15.0, (dacă 
136.0,0,15.0, (dacă 
136.0,0,15.0, (dacă 
136.0,0,15.0, (dacă 
136.0,0,15.0, (dacă 
136.0,0,15.0, (dacă 
136.0,0,15.0, (dacă 
136.0,547,15.0, (dacă 
136.0,0,14.0, recompensa 
136.0,0,14.0, recompensa 
136.0,0,14.0, recompensa 
136.0,0,14.0, recompensa 
136.0,0,14.0, recompensa 
136.0,0,14.0, recompensa 
136.0,0,14.0, recompensa 
136.0,0,14.0, recompensa 
136.0,0,14.0, recompensa 
136.0,0,14.0, recompensa 
136.0,0,14.0, recompensa 
136.0,0,14.0, recompensa 
136.0,0,14.0, recompensa 
136.0,0,14.0, recompensa 
136.0,0,14.0, recompensa 
136.0,803,14.0, recompensa 
136.0,0,15.0, (dacă 
136.0,0,15.0, (dacă 
136.0,0,15.0, (dacă 
136.0,0,15.0, (dacă 
136.0,0,15.0, (dacă 
136.0,0,15.0, (dacă 
136.0,0,15.0, (dacă 
136.0,0,15.0, (dacă 
136.0,449,15.0, (dacă 
136.0,50,16.0, se 
136.0,0,17.0, întâmplă 
136.0,0,17.0, întâmplă 
136.0,0,17.0, întâmplă 
136.0,0,17.0, întâmplă 
136.0,0,17.0, întâmplă 
136.0,0,17.0, întâmplă 
136.0,0,17.0, întâmplă 
136.0,400,17.0, întâmplă 
136.0,0,18.0, acest 
136.0,0,18.0, acest 
136.0,0,18.0, acest 
136.0,195,18.0, acest 
136.0,0,19.0," lucru, "
136.0,0,19.0," lucru, "
136.0,0,19.0," lucru, "
136.0,0,19.0," lucru, "
136.0,0,19.0," lucru, "
136.0,0,19.0," lucru, "
136.0,0,19.0," lucru, "
136.0,0,19.0," lucru, "
136.0,0,19.0," lucru, "
136.0,500,19.0," lucru, "
136.0,55,20.0, va 
136.0,0,22.0, să 
136.0,0,22.0, să 
136.0,0,22.0, să 
136.0,0,22.0, să 
136.0,0,22.0, să 
136.0,0,22.0, să 
136.0,0,22.0, să 
136.0,396,22.0, să 
136.0,0,21.0, trebui 
136.0,104,21.0, trebui 
136.0,0,20.0, va 
136.0,0,20.0, va 
136.0,0,20.0, va 
136.0,0,20.0, va 
136.0,250,20.0, va 
136.0,0,21.0, trebui 
136.0,0,21.0, trebui 
136.0,0,21.0, trebui 
136.0,0,21.0, trebui 
136.0,0,21.0, trebui 
136.0,0,21.0, trebui 
136.0,0,21.0, trebui 
136.0,0,21.0, trebui 
136.0,0,21.0, trebui 
136.0,0,21.0, trebui 
136.0,548,21.0, trebui 
136.0,0,22.0, să 
136.0,0,22.0, să 
136.0,0,22.0, să 
136.0,0,22.0, să 
136.0,0,22.0, să 
136.0,300,22.0, să 
136.0,53,23.0, forțați 
136.0,0,22.0, să 
136.0,0,22.0, să 
136.0,0,22.0, să 
136.0,0,22.0, să 
136.0,0,22.0, să 
136.0,0,22.0, să 
136.0,0,22.0, să 
136.0,0,22.0, să 
136.0,0,22.0, să 
136.0,0,22.0, să 
136.0,0,22.0, să 
136.0,0,22.0, să 
136.0,0,22.0, să 
136.0,0,22.0, să 
136.0,0,22.0, să 
136.0,0,22.0, să 
136.0,0,22.0, să 
136.0,0,22.0, să 
136.0,0,22.0, să 
136.0,0,22.0, să 
136.0,0,22.0, să 
136.0,1093,22.0, să 
136.0,0,23.0, forțați 
136.0,107,23.0, forțați 
136.0,0,24.0," pastila, "
136.0,0,24.0," pastila, "
136.0,0,24.0," pastila, "
136.0,0,24.0," pastila, "
136.0,0,24.0," pastila, "
136.0,0,24.0," pastila, "
136.0,0,24.0," pastila, "
136.0,400,24.0," pastila, "
136.0,0,25.0, așa 
136.0,0,25.0, așa 
136.0,0,25.0, așa 
136.0,0,25.0, așa 
136.0,0,25.0, așa 
136.0,299,25.0, așa 
136.0,0,24.0," pastila, "
136.0,0,24.0," pastila, "
136.0,0,24.0," pastila, "
136.0,0,24.0," pastila, "
136.0,0,24.0," pastila, "
136.0,0,24.0," pastila, "
136.0,0,24.0," pastila, "
136.0,0,24.0," pastila, "
136.0,0,24.0," pastila, "
136.0,0,24.0," pastila, "
136.0,0,24.0," pastila, "
136.0,601,24.0," pastila, "
136.0,0,23.0, forțați 
136.0,0,23.0, forțați 
136.0,0,23.0, forțați 
136.0,0,23.0, forțați 
136.0,0,23.0, forțați 
136.0,0,23.0, forțați 
136.0,0,23.0, forțați 
136.0,400,23.0, forțați 
136.0,0,24.0," pastila, "
136.0,0,24.0," pastila, "
136.0,0,24.0," pastila, "
136.0,0,24.0," pastila, "
136.0,0,24.0," pastila, "
136.0,0,24.0," pastila, "
136.0,0,24.0," pastila, "
136.0,393,24.0," pastila, "
136.0,0,25.0, așa 
136.0,106,25.0, așa 
136.0,0,26.0, cum 
136.0,0,26.0, cum 
136.0,151,26.0, cum 
136.0,0,27.0, este 
136.0,0,27.0, este 
136.0,147,27.0, este 
136.0,0,26.0, cum 
136.0,0,26.0, cum 
136.0,0,26.0, cum 
136.0,0,26.0, cum 
136.0,0,26.0, cum 
136.0,0,26.0, cum 
136.0,0,26.0, cum 
136.0,402,26.0, cum 
136.0,0,30.0, jos). 
136.0,0,30.0, jos). 
136.0,0,30.0, jos). 
136.0,0,30.0, jos). 
136.0,0,30.0, jos). 
136.0,0,30.0, jos). 
136.0,0,30.0, jos). 
136.0,500,30.0, jos). 
136.0,0,28.0, descris 
136.0,0,28.0, descris 
136.0,0,28.0, descris 
136.0,0,28.0, descris 
136.0,0,28.0, descris 
136.0,0,28.0, descris 
136.0,0,28.0, descris 
136.0,0,28.0, descris 
136.0,0,28.0, descris 
136.0,0,28.0, descris 
136.0,0,28.0, descris 
136.0,600,28.0, descris 
136.0,50,29.0, mai 
136.0,0,30.0, jos). 
136.0,0,30.0, jos). 
136.0,0,30.0, jos). 
136.0,0,30.0, jos). 
,-19070,,
61.0,0,16.0, înaintarea 
61.0,0,16.0, înaintarea 
61.0,0,16.0, înaintarea 
61.0,0,16.0, înaintarea 
61.0,0,16.0, înaintarea 
61.0,0,16.0, înaintarea 
61.0,0,16.0, înaintarea 
61.0,0,16.0, înaintarea 
61.0,0,16.0, înaintarea 
61.0,0,16.0, înaintarea 
61.0,0,16.0, înaintarea 
61.0,0,16.0, înaintarea 
61.0,0,16.0, înaintarea 
61.0,950,16.0, înaintarea 
61.0,0,0.0, Pe 
61.0,0,0.0, Pe 
61.0,0,0.0, Pe 
61.0,0,0.0, Pe 
61.0,0,0.0, Pe 
61.0,0,0.0, Pe 
61.0,0,0.0, Pe 
61.0,0,0.0, Pe 
61.0,449,0.0, Pe 
61.0,0,1.0, partea 
61.0,0,1.0, partea 
61.0,0,1.0, partea 
61.0,0,1.0, partea 
61.0,0,1.0, partea 
61.0,0,1.0, partea 
61.0,351,1.0, partea 
61.0,0,2.0," germană, "
61.0,0,2.0," germană, "
61.0,0,2.0," germană, "
