responseTime,Index,mousePositionX,mousePositionY,Word,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,response,experiment_start_time,experiment_end_time,experiment_duration
,,,,,,,,,,,,
1799,-1,347,230,NA,NA,NA,NA,NA,NA,1740035208062,1740039019278,3811216
1984,-1,340,169,NA,NA,NA,NA,NA,NA,null,null,null
2044,-1,350,148,NA,NA,NA,NA,NA,NA,null,null,null
2106,-1,355,138,NA,NA,NA,NA,NA,NA,null,null,null
2168,-1,356,138,NA,NA,NA,NA,NA,NA,null,null,null
2229,-1,361,135,NA,NA,NA,NA,NA,NA,null,null,null
2291,-1,364,134,NA,NA,NA,NA,NA,NA,null,null,null
2355,-1,364,134,NA,NA,NA,NA,NA,NA,null,null,null
2417,-1,364,134,NA,NA,NA,NA,NA,NA,null,null,null
2477,-1,364,134,NA,NA,NA,NA,NA,NA,null,null,null
2538,-1,364,134,NA,NA,NA,NA,NA,NA,null,null,null
2600,-1,364,134,NA,NA,NA,NA,NA,NA,null,null,null
2662,-1,364,134,NA,NA,NA,NA,NA,NA,null,null,null
2724,-1,367,133,NA,NA,NA,NA,NA,NA,null,null,null
2785,-1,381,130,NA,NA,NA,NA,NA,NA,null,null,null
2847,-1,386,129,NA,NA,NA,NA,NA,NA,null,null,null
2909,-1,397,126,NA,NA,NA,NA,NA,NA,null,null,null
2971,-1,403,125,NA,NA,NA,NA,NA,NA,null,null,null
3033,0,410,123,Este,109.16667175293,407.466674804688,133.966659545898,447.416687011719,NA,null,null,null
3086,0,422,121,Este,109.16667175293,407.466674804688,133.966659545898,447.416687011719,NA,null,null,null
3136,0,429,120,Este,109.16667175293,407.466674804688,133.966659545898,447.416687011719,NA,null,null,null
3186,0,430,120,Este,109.16667175293,407.466674804688,133.966659545898,447.416687011719,NA,null,null,null
3237,0,442,120,Este,109.16667175293,407.466674804688,133.966659545898,447.416687011719,NA,null,null,null
3302,1,457,120,clar,109.16667175293,447.416687011719,133.966659545898,482.916687011719,NA,null,null,null
3352,1,468,120,clar,109.16667175293,447.416687011719,133.966659545898,482.916687011719,NA,null,null,null
3404,1,473,120,clar,109.16667175293,447.416687011719,133.966659545898,482.916687011719,NA,null,null,null
3455,1,473,120,clar,109.16667175293,447.416687011719,133.966659545898,482.916687011719,NA,null,null,null
3520,1,473,120,clar,109.16667175293,447.416687011719,133.966659545898,482.916687011719,NA,null,null,null
3587,1,473,120,clar,109.16667175293,447.416687011719,133.966659545898,482.916687011719,NA,null,null,null
3637,1,475,120,clar,109.16667175293,447.416687011719,133.966659545898,482.916687011719,NA,null,null,null
3687,1,475,120,clar,109.16667175293,447.416687011719,133.966659545898,482.916687011719,NA,null,null,null
3738,1,475,120,clar,109.16667175293,447.416687011719,133.966659545898,482.916687011719,NA,null,null,null
3803,1,478,120,clar,109.16667175293,447.416687011719,133.966659545898,482.916687011719,NA,null,null,null
3853,2,487,120,că,109.16667175293,482.916687011719,133.966659545898,506.333343505859,NA,null,null,null
3918,3,512,123,este,109.16667175293,506.333312988281,133.966659545898,546.433319091797,NA,null,null,null
3971,3,518,123,este,109.16667175293,506.333312988281,133.966659545898,546.433319091797,NA,null,null,null
4020,3,519,124,este,109.16667175293,506.333312988281,133.966659545898,546.433319091797,NA,null,null,null
4071,3,519,124,este,109.16667175293,506.333312988281,133.966659545898,546.433319091797,NA,null,null,null
4137,3,519,124,este,109.16667175293,506.333312988281,133.966659545898,546.433319091797,NA,null,null,null
4188,3,519,124,este,109.16667175293,506.333312988281,133.966659545898,546.433319091797,NA,null,null,null
4238,3,519,124,este,109.16667175293,506.333312988281,133.966659545898,546.433319091797,NA,null,null,null
4287,3,519,124,este,109.16667175293,506.333312988281,133.966659545898,546.433319091797,NA,null,null,null
4337,3,519,124,este,109.16667175293,506.333312988281,133.966659545898,546.433319091797,NA,null,null,null
4387,3,519,124,este,109.16667175293,506.333312988281,133.966659545898,546.433319091797,NA,null,null,null
4452,3,521,124,este,109.16667175293,506.333312988281,133.966659545898,546.433319091797,NA,null,null,null
4518,3,532,124,este,109.16667175293,506.333312988281,133.966659545898,546.433319091797,NA,null,null,null
4569,4,558,124,nevoie,109.16667175293,546.433349609375,133.966659545898,606.866683959961,NA,null,null,null
4619,4,570,124,nevoie,109.16667175293,546.433349609375,133.966659545898,606.866683959961,NA,null,null,null
4670,4,576,124,nevoie,109.16667175293,546.433349609375,133.966659545898,606.866683959961,NA,null,null,null
4735,4,590,124,nevoie,109.16667175293,546.433349609375,133.966659545898,606.866683959961,NA,null,null,null
4786,4,597,124,nevoie,109.16667175293,546.433349609375,133.966659545898,606.866683959961,NA,null,null,null
4836,4,601,124,nevoie,109.16667175293,546.433349609375,133.966659545898,606.866683959961,NA,null,null,null
4886,5,607,124,de,109.16667175293,606.86669921875,133.966659545898,632.766693115234,NA,null,null,null
4937,5,617,124,de,109.16667175293,606.86669921875,133.966659545898,632.766693115234,NA,null,null,null
4987,5,618,124,de,109.16667175293,606.86669921875,133.966659545898,632.766693115234,NA,null,null,null
5052,5,623,124,de,109.16667175293,606.86669921875,133.966659545898,632.766693115234,NA,null,null,null
5117,7,651,127,structură,109.16667175293,648.333312988281,133.966659545898,730.099990844727,NA,null,null,null
5179,7,669,131,structură,109.16667175293,648.333312988281,133.966659545898,730.099990844727,NA,null,null,null
5241,7,669,131,structură,109.16667175293,648.333312988281,133.966659545898,730.099990844727,NA,null,null,null
5302,7,673,132,structură,109.16667175293,648.333312988281,133.966659545898,730.099990844727,NA,null,null,null
5364,7,690,135,structură,109.16667175293,648.333312988281,133.966659545898,730.099990844727,NA,null,null,null
5425,7,696,136,structură,109.16667175293,648.333312988281,133.966659545898,730.099990844727,NA,null,null,null
5487,7,706,136,structură,109.16667175293,648.333312988281,133.966659545898,730.099990844727,NA,null,null,null
5548,7,710,136,structură,109.16667175293,648.333312988281,133.966659545898,730.099990844727,NA,null,null,null
5610,7,714,136,structură,109.16667175293,648.333312988281,133.966659545898,730.099990844727,NA,null,null,null
5670,7,718,136,structură,109.16667175293,648.333312988281,133.966659545898,730.099990844727,NA,null,null,null
5732,7,721,136,structură,109.16667175293,648.333312988281,133.966659545898,730.099990844727,NA,null,null,null
5793,7,723,136,structură,109.16667175293,648.333312988281,133.966659545898,730.099990844727,NA,null,null,null
5856,7,730,135,structură,109.16667175293,648.333312988281,133.966659545898,730.099990844727,NA,null,null,null
5920,8,736,134,diferită,109.16667175293,730.099975585938,133.966659545898,795.533309936523,NA,null,null,null
5982,8,740,134,diferită,109.16667175293,730.099975585938,133.966659545898,795.533309936523,NA,null,null,null
6045,8,746,132,diferită,109.16667175293,730.099975585938,133.966659545898,795.533309936523,NA,null,null,null
6106,8,764,129,diferită,109.16667175293,730.099975585938,133.966659545898,795.533309936523,NA,null,null,null
6168,8,776,129,diferită,109.16667175293,730.099975585938,133.966659545898,795.533309936523,NA,null,null,null
6230,8,780,129,diferită,109.16667175293,730.099975585938,133.966659545898,795.533309936523,NA,null,null,null
6293,8,780,129,diferită,109.16667175293,730.099975585938,133.966659545898,795.533309936523,NA,null,null,null
6353,8,790,128,diferită,109.16667175293,730.099975585938,133.966659545898,795.533309936523,NA,null,null,null
6415,9,798,128,a,109.16667175293,795.533325195313,133.966659545898,810.316650390625,NA,null,null,null
6476,9,808,127,a,109.16667175293,795.533325195313,133.966659545898,810.316650390625,NA,null,null,null
6539,10,818,127,"cărților,",109.16667175293,810.316650390625,133.966659545898,877.216644287109,NA,null,null,null
6598,10,829,127,"cărților,",109.16667175293,810.316650390625,133.966659545898,877.216644287109,NA,null,null,null
6659,10,840,127,"cărților,",109.16667175293,810.316650390625,133.966659545898,877.216644287109,NA,null,null,null
6722,10,847,128,"cărților,",109.16667175293,810.316650390625,133.966659545898,877.216644287109,NA,null,null,null
6784,10,849,128,"cărților,",109.16667175293,810.316650390625,133.966659545898,877.216644287109,NA,null,null,null
6844,10,849,128,"cărților,",109.16667175293,810.316650390625,133.966659545898,877.216644287109,NA,null,null,null
6906,10,850,128,"cărților,",109.16667175293,810.316650390625,133.966659545898,877.216644287109,NA,null,null,null
6967,10,866,129,"cărților,",109.16667175293,810.316650390625,133.966659545898,877.216644287109,NA,null,null,null
7030,11,890,131,deoarece,109.16667175293,877.216674804688,133.966659545898,960.100021362305,NA,null,null,null
7086,11,905,132,deoarece,109.16667175293,877.216674804688,133.966659545898,960.100021362305,NA,null,null,null
7152,11,911,132,deoarece,109.16667175293,877.216674804688,133.966659545898,960.100021362305,NA,null,null,null
7202,11,918,133,deoarece,109.16667175293,877.216674804688,133.966659545898,960.100021362305,NA,null,null,null
7252,11,930,133,deoarece,109.16667175293,877.216674804688,133.966659545898,960.100021362305,NA,null,null,null
7302,11,942,133,deoarece,109.16667175293,877.216674804688,133.966659545898,960.100021362305,NA,null,null,null
7353,11,958,133,deoarece,109.16667175293,877.216674804688,133.966659545898,960.100021362305,NA,null,null,null
7403,12,970,133,acestea,109.16667175293,960.099975585938,133.966659545898,1029.03330993652,NA,null,null,null
7453,12,975,133,acestea,109.16667175293,960.099975585938,133.966659545898,1029.03330993652,NA,null,null,null
7518,12,982,133,acestea,109.16667175293,960.099975585938,133.966659545898,1029.03330993652,NA,null,null,null
7570,12,987,133,acestea,109.16667175293,960.099975585938,133.966659545898,1029.03330993652,NA,null,null,null
7621,12,991,133,acestea,109.16667175293,960.099975585938,133.966659545898,1029.03330993652,NA,null,null,null
7672,12,996,133,acestea,109.16667175293,960.099975585938,133.966659545898,1029.03330993652,NA,null,null,null
7736,12,999,133,acestea,109.16667175293,960.099975585938,133.966659545898,1029.03330993652,NA,null,null,null
7787,12,999,133,acestea,109.16667175293,960.099975585938,133.966659545898,1029.03330993652,NA,null,null,null
7836,12,1002,132,acestea,109.16667175293,960.099975585938,133.966659545898,1029.03330993652,NA,null,null,null
7902,12,1008,131,acestea,109.16667175293,960.099975585938,133.966659545898,1029.03330993652,NA,null,null,null
7952,13,1044,131,sunt,109.16667175293,1029.03332519531,133.966659545898,1066.38331604004,NA,null,null,null
8004,-1,1068,130,NA,NA,NA,NA,NA,NA,null,null,null
8054,-1,1072,130,NA,NA,NA,NA,NA,NA,null,null,null
8104,-1,1072,130,NA,NA,NA,NA,NA,NA,null,null,null
8170,-1,1072,130,NA,NA,NA,NA,NA,NA,null,null,null
8221,13,1062,129,sunt,109.16667175293,1029.03332519531,133.966659545898,1066.38331604004,NA,null,null,null
8271,12,1002,120,acestea,109.16667175293,960.099975585938,133.966659545898,1029.03330993652,NA,null,null,null
8335,26,942,152,"urmare,",149.16667175293,895.966674804688,173.966659545898,968.166687011719,NA,null,null,null
8386,-1,836,205,NA,NA,NA,NA,NA,NA,null,null,null
8436,-1,668,206,NA,NA,NA,NA,NA,NA,null,null,null
8502,33,473,190,liniar.,189.16667175293,463.483337402344,213.966659545898,508.016662597656,NA,null,null,null
8553,-1,442,187,NA,NA,NA,NA,NA,NA,null,null,null
8604,-1,436,184,NA,NA,NA,NA,NA,NA,null,null,null
8654,14,426,178,destinate,149.16667175293,407.466674804688,173.966659545898,491.000015258789,NA,null,null,null
8718,14,425,174,destinate,149.16667175293,407.466674804688,173.966659545898,491.000015258789,NA,null,null,null
8771,14,424,171,destinate,149.16667175293,407.466674804688,173.966659545898,491.000015258789,NA,null,null,null
8837,14,424,170,destinate,149.16667175293,407.466674804688,173.966659545898,491.000015258789,NA,null,null,null
8887,14,424,169,destinate,149.16667175293,407.466674804688,173.966659545898,491.000015258789,NA,null,null,null
8952,14,426,168,destinate,149.16667175293,407.466674804688,173.966659545898,491.000015258789,NA,null,null,null
9002,14,429,167,destinate,149.16667175293,407.466674804688,173.966659545898,491.000015258789,NA,null,null,null
9053,14,430,167,destinate,149.16667175293,407.466674804688,173.966659545898,491.000015258789,NA,null,null,null
9116,14,433,167,destinate,149.16667175293,407.466674804688,173.966659545898,491.000015258789,NA,null,null,null
9178,14,434,167,destinate,149.16667175293,407.466674804688,173.966659545898,491.000015258789,NA,null,null,null
9239,14,436,167,destinate,149.16667175293,407.466674804688,173.966659545898,491.000015258789,NA,null,null,null
9302,14,442,166,destinate,149.16667175293,407.466674804688,173.966659545898,491.000015258789,NA,null,null,null
9365,14,453,166,destinate,149.16667175293,407.466674804688,173.966659545898,491.000015258789,NA,null,null,null
9426,14,455,166,destinate,149.16667175293,407.466674804688,173.966659545898,491.000015258789,NA,null,null,null
9487,14,457,166,destinate,149.16667175293,407.466674804688,173.966659545898,491.000015258789,NA,null,null,null
9550,14,460,166,destinate,149.16667175293,407.466674804688,173.966659545898,491.000015258789,NA,null,null,null
9613,14,466,166,destinate,149.16667175293,407.466674804688,173.966659545898,491.000015258789,NA,null,null,null
9674,14,472,166,destinate,149.16667175293,407.466674804688,173.966659545898,491.000015258789,NA,null,null,null
9736,14,478,166,destinate,149.16667175293,407.466674804688,173.966659545898,491.000015258789,NA,null,null,null
9799,14,483,166,destinate,149.16667175293,407.466674804688,173.966659545898,491.000015258789,NA,null,null,null
9863,14,490,166,destinate,149.16667175293,407.466674804688,173.966659545898,491.000015258789,NA,null,null,null
9927,15,498,166,să,149.16667175293,491,173.966659545898,514.399993896484,NA,null,null,null
9988,15,499,166,să,149.16667175293,491,173.966659545898,514.399993896484,NA,null,null,null
10050,15,501,166,să,149.16667175293,491,173.966659545898,514.399993896484,NA,null,null,null
10112,15,514,166,să,149.16667175293,491,173.966659545898,514.399993896484,NA,null,null,null
10174,16,526,166,fie,149.16667175293,514.400024414063,173.966659545898,540.066696166992,NA,null,null,null
10235,16,533,165,fie,149.16667175293,514.400024414063,173.966659545898,540.066696166992,NA,null,null,null
10297,17,542,163,(cel,149.16667175293,540.066650390625,173.966659545898,573.583312988281,NA,null,null,null
10358,17,553,163,(cel,149.16667175293,540.066650390625,173.966659545898,573.583312988281,NA,null,null,null
10420,17,562,163,(cel,149.16667175293,540.066650390625,173.966659545898,573.583312988281,NA,null,null,null
10481,17,573,163,(cel,149.16667175293,540.066650390625,173.966659545898,573.583312988281,NA,null,null,null
10543,18,592,163,puțin,149.16667175293,573.583312988281,173.966659545898,622.716644287109,NA,null,null,null
10604,18,606,163,puțin,149.16667175293,573.583312988281,173.966659545898,622.716644287109,NA,null,null,null
10665,18,615,163,puțin,149.16667175293,573.583312988281,173.966659545898,622.716644287109,NA,null,null,null
10728,19,628,163,în,149.16667175293,622.716674804688,173.966659545898,643.166687011719,NA,null,null,null
10789,19,635,163,în,149.16667175293,622.716674804688,173.966659545898,643.166687011719,NA,null,null,null
10851,19,642,163,în,149.16667175293,622.716674804688,173.966659545898,643.166687011719,NA,null,null,null
10912,20,651,163,cele,149.16667175293,643.166687011719,173.966659545898,681.433349609375,NA,null,null,null
10975,20,659,163,cele,149.16667175293,643.166687011719,173.966659545898,681.433349609375,NA,null,null,null
11037,20,664,164,cele,149.16667175293,643.166687011719,173.966659545898,681.433349609375,NA,null,null,null
11099,20,669,165,cele,149.16667175293,643.166687011719,173.966659545898,681.433349609375,NA,null,null,null
11161,20,678,167,cele,149.16667175293,643.166687011719,173.966659545898,681.433349609375,NA,null,null,null
11223,21,686,169,din,149.16667175293,681.433349609375,173.966659545898,712.950012207031,NA,null,null,null
11285,21,690,170,din,149.16667175293,681.433349609375,173.966659545898,712.950012207031,NA,null,null,null
11347,21,693,170,din,149.16667175293,681.433349609375,173.966659545898,712.950012207031,NA,null,null,null
11408,21,701,170,din,149.16667175293,681.433349609375,173.966659545898,712.950012207031,NA,null,null,null
11468,21,712,171,din,149.16667175293,681.433349609375,173.966659545898,712.950012207031,NA,null,null,null
11530,22,726,171,urmă),149.16667175293,712.950012207031,173.966659545898,768.516677856445,NA,null,null,null
11591,22,738,172,urmă),149.16667175293,712.950012207031,173.966659545898,768.516677856445,NA,null,null,null
11653,22,745,172,urmă),149.16667175293,712.950012207031,173.966659545898,768.516677856445,NA,null,null,null
11715,22,747,172,urmă),149.16667175293,712.950012207031,173.966659545898,768.516677856445,NA,null,null,null
11776,22,755,172,urmă),149.16667175293,712.950012207031,173.966659545898,768.516677856445,NA,null,null,null
11839,22,764,172,urmă),149.16667175293,712.950012207031,173.966659545898,768.516677856445,NA,null,null,null
11899,23,770,172,tipărite,149.16667175293,768.516662597656,173.966659545898,834.25,NA,null,null,null
11962,23,777,172,tipărite,149.16667175293,768.516662597656,173.966659545898,834.25,NA,null,null,null
12023,23,789,172,tipărite,149.16667175293,768.516662597656,173.966659545898,834.25,NA,null,null,null
12084,23,799,172,tipărite,149.16667175293,768.516662597656,173.966659545898,834.25,NA,null,null,null
12145,23,811,170,tipărite,149.16667175293,768.516662597656,173.966659545898,834.25,NA,null,null,null
12207,23,811,170,tipărite,149.16667175293,768.516662597656,173.966659545898,834.25,NA,null,null,null
12269,23,811,170,tipărite,149.16667175293,768.516662597656,173.966659545898,834.25,NA,null,null,null
12331,23,814,170,tipărite,149.16667175293,768.516662597656,173.966659545898,834.25,NA,null,null,null
12392,23,815,170,tipărite,149.16667175293,768.516662597656,173.966659545898,834.25,NA,null,null,null
12455,23,827,170,tipărite,149.16667175293,768.516662597656,173.966659545898,834.25,NA,null,null,null
12516,24,835,171,"și,",149.16667175293,834.25,173.966659545898,857.016662597656,NA,null,null,null
12578,24,856,171,"și,",149.16667175293,834.25,173.966659545898,857.016662597656,NA,null,null,null
12639,25,877,171,prin,149.16667175293,857.016662597656,173.966659545898,895.966659545898,NA,null,null,null
12701,25,881,171,prin,149.16667175293,857.016662597656,173.966659545898,895.966659545898,NA,null,null,null
12763,25,885,171,prin,149.16667175293,857.016662597656,173.966659545898,895.966659545898,NA,null,null,null
12825,25,889,171,prin,149.16667175293,857.016662597656,173.966659545898,895.966659545898,NA,null,null,null
12887,25,894,171,prin,149.16667175293,857.016662597656,173.966659545898,895.966659545898,NA,null,null,null
12950,26,900,171,"urmare,",149.16667175293,895.966674804688,173.966659545898,968.166687011719,NA,null,null,null
13011,26,905,170,"urmare,",149.16667175293,895.966674804688,173.966659545898,968.166687011719,NA,null,null,null
13070,26,913,170,"urmare,",149.16667175293,895.966674804688,173.966659545898,968.166687011719,NA,null,null,null
13135,26,936,170,"urmare,",149.16667175293,895.966674804688,173.966659545898,968.166687011719,NA,null,null,null
13186,27,975,170,ar,149.16667175293,968.166687011719,173.966659545898,990.383346557617,NA,null,null,null
13237,28,997,170,trebui,149.16667175293,990.38330078125,173.966659545898,1045.61663818359,NA,null,null,null
13288,28,999,170,trebui,149.16667175293,990.38330078125,173.966659545898,1045.61663818359,NA,null,null,null
13352,28,1004,170,trebui,149.16667175293,990.38330078125,173.966659545898,1045.61663818359,NA,null,null,null
13402,28,1014,170,trebui,149.16667175293,990.38330078125,173.966659545898,1045.61663818359,NA,null,null,null
13452,28,1020,170,trebui,149.16667175293,990.38330078125,173.966659545898,1045.61663818359,NA,null,null,null
13502,28,1024,170,trebui,149.16667175293,990.38330078125,173.966659545898,1045.61663818359,NA,null,null,null
13553,28,1030,170,trebui,149.16667175293,990.38330078125,173.966659545898,1045.61663818359,NA,null,null,null
13603,28,1036,170,trebui,149.16667175293,990.38330078125,173.966659545898,1045.61663818359,NA,null,null,null
13653,28,1042,170,trebui,149.16667175293,990.38330078125,173.966659545898,1045.61663818359,NA,null,null,null
13718,29,1056,171,să,149.16667175293,1045.61669921875,173.966659545898,1069.01669311523,NA,null,null,null
13768,30,1072,171,aibă,149.16667175293,1069.0166015625,173.966659545898,1104.93327331543,NA,null,null,null
13819,30,1074,171,aibă,149.16667175293,1069.0166015625,173.966659545898,1104.93327331543,NA,null,null,null
13870,30,1074,171,aibă,149.16667175293,1069.0166015625,173.966659545898,1104.93327331543,NA,null,null,null
13920,30,1074,171,aibă,149.16667175293,1069.0166015625,173.966659545898,1104.93327331543,NA,null,null,null
13969,30,1074,177,aibă,149.16667175293,1069.0166015625,173.966659545898,1104.93327331543,NA,null,null,null
14020,-1,1074,190,NA,NA,NA,NA,NA,NA,null,null,null
14070,-1,1066,214,NA,NA,NA,NA,NA,NA,null,null,null
14186,-1,739,221,NA,NA,NA,NA,NA,NA,null,null,null
14252,-1,614,220,NA,NA,NA,NA,NA,NA,null,null,null
14303,-1,552,209,NA,NA,NA,NA,NA,NA,null,null,null
14353,33,486,206,liniar.,189.16667175293,463.483337402344,213.966659545898,508.016662597656,NA,null,null,null
14403,32,454,206,stil,189.16667175293,434.383331298828,213.966659545898,463.483337402344,NA,null,null,null
14470,31,429,211,un,189.16667175293,407.466674804688,213.966659545898,434.383346557617,NA,null,null,null
14536,31,414,211,un,189.16667175293,407.466674804688,213.966659545898,434.383346557617,NA,null,null,null
14588,31,413,211,un,189.16667175293,407.466674804688,213.966659545898,434.383346557617,NA,null,null,null
14654,31,413,211,un,189.16667175293,407.466674804688,213.966659545898,434.383346557617,NA,null,null,null
14719,31,414,211,un,189.16667175293,407.466674804688,213.966659545898,434.383346557617,NA,null,null,null
14769,31,422,210,un,189.16667175293,407.466674804688,213.966659545898,434.383346557617,NA,null,null,null
14820,31,430,210,un,189.16667175293,407.466674804688,213.966659545898,434.383346557617,NA,null,null,null
14870,32,446,210,stil,189.16667175293,434.383331298828,213.966659545898,463.483337402344,NA,null,null,null
14935,32,452,210,stil,189.16667175293,434.383331298828,213.966659545898,463.483337402344,NA,null,null,null
14986,33,469,210,liniar.,189.16667175293,463.483337402344,213.966659545898,508.016662597656,NA,null,null,null
15036,33,478,210,liniar.,189.16667175293,463.483337402344,213.966659545898,508.016662597656,NA,null,null,null
15101,33,485,210,liniar.,189.16667175293,463.483337402344,213.966659545898,508.016662597656,NA,null,null,null
15163,33,486,210,liniar.,189.16667175293,463.483337402344,213.966659545898,508.016662597656,NA,null,null,null
15226,33,486,210,liniar.,189.16667175293,463.483337402344,213.966659545898,508.016662597656,NA,null,null,null
15288,33,486,210,liniar.,189.16667175293,463.483337402344,213.966659545898,508.016662597656,NA,null,null,null
15350,33,489,211,liniar.,189.16667175293,463.483337402344,213.966659545898,508.016662597656,NA,null,null,null
15412,-1,534,231,NA,NA,NA,NA,NA,NA,null,null,null
19503,NA,NA,NA,NA,NA,NA,NA,NA,Nu,null,null,null
1034,-1,365,191,NA,NA,NA,NA,NA,NA,null,null,null
1097,-1,368,180,NA,NA,NA,NA,NA,NA,null,null,null
1160,-1,370,168,NA,NA,NA,NA,NA,NA,null,null,null
1221,-1,376,154,NA,NA,NA,NA,NA,NA,null,null,null
1283,-1,384,146,NA,NA,NA,NA,NA,NA,null,null,null
1345,-1,392,142,NA,NA,NA,NA,NA,NA,null,null,null
1408,-1,397,137,NA,NA,NA,NA,NA,NA,null,null,null
1470,-1,398,136,NA,NA,NA,NA,NA,NA,null,null,null
1531,-1,400,135,NA,NA,NA,NA,NA,NA,null,null,null
1592,-1,406,134,NA,NA,NA,NA,NA,NA,null,null,null
1654,0,414,132,Pentru,109.16667175293,407.466674804688,133.966659545898,469.350021362305,NA,null,null,null
1717,0,418,132,Pentru,109.16667175293,407.466674804688,133.966659545898,469.350021362305,NA,null,null,null
1778,0,421,132,Pentru,109.16667175293,407.466674804688,133.966659545898,469.350021362305,NA,null,null,null
1840,0,424,131,Pentru,109.16667175293,407.466674804688,133.966659545898,469.350021362305,NA,null,null,null
1901,0,428,131,Pentru,109.16667175293,407.466674804688,133.966659545898,469.350021362305,NA,null,null,null
1962,0,431,131,Pentru,109.16667175293,407.466674804688,133.966659545898,469.350021362305,NA,null,null,null
2025,0,442,131,Pentru,109.16667175293,407.466674804688,133.966659545898,469.350021362305,NA,null,null,null
2088,0,458,131,Pentru,109.16667175293,407.466674804688,133.966659545898,469.350021362305,NA,null,null,null
2150,1,477,131,a,109.16667175293,469.350006103516,133.966659545898,484.133331298828,NA,null,null,null
2211,2,485,131,atenua,109.16667175293,484.133331298828,133.966659545898,547.899993896484,NA,null,null,null
2273,2,493,131,atenua,109.16667175293,484.133331298828,133.966659545898,547.899993896484,NA,null,null,null
2334,2,499,131,atenua,109.16667175293,484.133331298828,133.966659545898,547.899993896484,NA,null,null,null
2396,2,506,132,atenua,109.16667175293,484.133331298828,133.966659545898,547.899993896484,NA,null,null,null
2456,2,514,133,atenua,109.16667175293,484.133331298828,133.966659545898,547.899993896484,NA,null,null,null
2518,2,520,133,atenua,109.16667175293,484.133331298828,133.966659545898,547.899993896484,NA,null,null,null
2580,2,526,133,atenua,109.16667175293,484.133331298828,133.966659545898,547.899993896484,NA,null,null,null
2641,2,535,133,atenua,109.16667175293,484.133331298828,133.966659545898,547.899993896484,NA,null,null,null
2702,2,540,132,atenua,109.16667175293,484.133331298828,133.966659545898,547.899993896484,NA,null,null,null
2764,3,549,130,problemele,109.16667175293,547.900024414063,133.966659545898,649.250030517578,NA,null,null,null
2825,3,562,129,problemele,109.16667175293,547.900024414063,133.966659545898,649.250030517578,NA,null,null,null
2888,3,577,129,problemele,109.16667175293,547.900024414063,133.966659545898,649.250030517578,NA,null,null,null
2948,3,586,129,problemele,109.16667175293,547.900024414063,133.966659545898,649.250030517578,NA,null,null,null
3009,3,596,129,problemele,109.16667175293,547.900024414063,133.966659545898,649.250030517578,NA,null,null,null
3072,3,603,129,problemele,109.16667175293,547.900024414063,133.966659545898,649.250030517578,NA,null,null,null
3135,3,609,128,problemele,109.16667175293,547.900024414063,133.966659545898,649.250030517578,NA,null,null,null
3196,3,612,128,problemele,109.16667175293,547.900024414063,133.966659545898,649.250030517578,NA,null,null,null
3257,3,617,128,problemele,109.16667175293,547.900024414063,133.966659545898,649.250030517578,NA,null,null,null
3320,3,625,128,problemele,109.16667175293,547.900024414063,133.966659545898,649.250030517578,NA,null,null,null
3381,3,630,128,problemele,109.16667175293,547.900024414063,133.966659545898,649.250030517578,NA,null,null,null
3443,3,635,128,problemele,109.16667175293,547.900024414063,133.966659545898,649.250030517578,NA,null,null,null
3505,4,650,128,de,109.16667175293,649.25,133.966659545898,675.149993896484,NA,null,null,null
3566,4,663,128,de,109.16667175293,649.25,133.966659545898,675.149993896484,NA,null,null,null
3616,4,669,128,de,109.16667175293,649.25,133.966659545898,675.149993896484,NA,null,null,null
3681,4,675,126,de,109.16667175293,649.25,133.966659545898,675.149993896484,NA,null,null,null
3732,5,678,126,"indexare,",109.16667175293,675.150024414063,133.966659545898,758.11669921875,NA,null,null,null
3783,5,686,125,"indexare,",109.16667175293,675.150024414063,133.966659545898,758.11669921875,NA,null,null,null
3848,5,691,124,"indexare,",109.16667175293,675.150024414063,133.966659545898,758.11669921875,NA,null,null,null
3899,5,693,124,"indexare,",109.16667175293,675.150024414063,133.966659545898,758.11669921875,NA,null,null,null
3950,5,693,124,"indexare,",109.16667175293,675.150024414063,133.966659545898,758.11669921875,NA,null,null,null
3999,5,696,124,"indexare,",109.16667175293,675.150024414063,133.966659545898,758.11669921875,NA,null,null,null
4064,5,709,124,"indexare,",109.16667175293,675.150024414063,133.966659545898,758.11669921875,NA,null,null,null
4115,5,718,124,"indexare,",109.16667175293,675.150024414063,133.966659545898,758.11669921875,NA,null,null,null
4167,5,729,126,"indexare,",109.16667175293,675.150024414063,133.966659545898,758.11669921875,NA,null,null,null
4232,5,736,126,"indexare,",109.16667175293,675.150024414063,133.966659545898,758.11669921875,NA,null,null,null
4282,5,747,127,"indexare,",109.16667175293,675.150024414063,133.966659545898,758.11669921875,NA,null,null,null
4334,6,769,132,expresia,109.16667175293,758.11669921875,133.966659545898,833.766693115234,NA,null,null,null
4399,6,782,135,expresia,109.16667175293,758.11669921875,133.966659545898,833.766693115234,NA,null,null,null
4449,6,786,135,expresia,109.16667175293,758.11669921875,133.966659545898,833.766693115234,NA,null,null,null
4500,6,786,135,expresia,109.16667175293,758.11669921875,133.966659545898,833.766693115234,NA,null,null,null
4565,6,790,135,expresia,109.16667175293,758.11669921875,133.966659545898,833.766693115234,NA,null,null,null
